Cancer_Type	Gene	Cancer_Patients	Gene_Mutated_Cancer_Patients	Cancer_Prevalence_Percent	Other_Prevalence_Percent	Odds_Ratio	Fisher_P	Direction	FDR
cholangiocarcinoma	CRY1	36	0	0.0	0.9188216349341669	0.0	1.0	Depleted	1.0
cholangiocarcinoma	CRY2	36	0	0.0	0.8619873070000947	0.0	1.0	Depleted	1.0
cholangiocarcinoma	CSNK1D	36	0	0.0	0.8146253670550345	0.0	1.0	Depleted	1.0
cholangiocarcinoma	NR1D2	36	0	0.0	0.7956805910770105	0.0	1.0	Depleted	1.0
cholangiocarcinoma	NR1D1	36	0	0.0	0.7388462631429383	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	TIMELESS	48	0	0.0	1.8397344713134187	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	PER3	48	0	0.0	1.6311047889995258	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	NPAS2	48	0	0.0	1.507823613086771	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	RORB	48	0	0.0	1.3276434329065907	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	CLOCK	48	0	0.0	1.2138454243717403	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	RORC	48	0	0.0	1.1759127548601234	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	RORA	48	0	0.0	1.0431484115694643	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	ARNTL	48	0	0.0	0.9767662399241347	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	CRY1	48	0	0.0	0.9198672356567094	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	CRY2	48	0	0.0	0.862968231389284	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	CSNK1D	48	0	0.0	0.8155523944997629	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	NR1D2	48	0	0.0	0.7965860597439545	0.0	1.0	Depleted	1.0
diffuse large B-cell lymphoma	NR1D1	48	0	0.0	0.7396870554765291	0.0	1.0	Depleted	1.0
esophageal carcinoma	PER2	185	3	1.6216216216216217	1.7198308993082245	0.9419546933513414	1.0	Depleted	1.0
esophageal carcinoma	RORC	185	2	1.0810810810810811	1.1721752498078402	0.9214368897249843	1.0	Depleted	1.0
esophageal carcinoma	ARNTL	185	1	0.5405405405405406	0.9800153727901614	0.5491261722080136	1.0	Depleted	1.0
head & neck squamous cell carcinoma	TIMELESS	528	9	1.7045454545454546	1.8380526577247889	0.9261052960474926	1.0	Depleted	1.0
head & neck squamous cell carcinoma	PER1	528	8	1.5151515151515151	1.5996025832091405	0.9463927376970855	1.0	Depleted	1.0
head & neck squamous cell carcinoma	CLOCK	528	6	1.1363636363636365	1.2121212121212122	0.9367816091954023	1.0	Depleted	1.0
head & neck squamous cell carcinoma	CRY2	528	4	0.7575757575757576	0.8643815201192251	0.8754935509344565	1.0	Depleted	1.0
head & neck squamous cell carcinoma	NR1D2	528	4	0.7575757575757576	0.7948335817188277	0.9527671755725191	1.0	Depleted	1.0
kidney chromophobe	PER3	66	1	1.5151515151515151	1.6243944143630664	0.9317139001349528	1.0	Depleted	1.0
kidney chromophobe	PER1	66	1	1.5151515151515151	1.5958962667426617	0.9486263736263736	1.0	Depleted	1.0
kidney chromophobe	RORB	66	0	0.0	1.3299135556188848	0.0	1.0	Depleted	1.0
kidney chromophobe	RORC	66	0	0.0	1.1779234349767265	0.0	1.0	Depleted	1.0
kidney chromophobe	RORA	66	0	0.0	1.044932079414838	0.0	1.0	Depleted	1.0
kidney chromophobe	ARNTL	66	0	0.0	0.9784364016338938	0.0	1.0	Depleted	1.0
kidney chromophobe	CSNK1E	66	0	0.0	0.968937019093759	0.0	1.0	Depleted	1.0
kidney chromophobe	CRY1	66	0	0.0	0.9214401063930845	0.0	1.0	Depleted	1.0
kidney chromophobe	CRY2	66	0	0.0	0.8644438111522751	0.0	1.0	Depleted	1.0
kidney chromophobe	CSNK1D	66	0	0.0	0.8169468984516006	0.0	1.0	Depleted	1.0
kidney chromophobe	NR1D2	66	0	0.0	0.7979481333713309	0.0	1.0	Depleted	1.0
kidney chromophobe	NR1D1	66	0	0.0	0.7409518381305216	0.0	1.0	Depleted	1.0
kidney papillary cell carcinoma	TIMELESS	291	5	1.7182130584192439	1.8345952242283052	0.9354534354534354	1.0	Depleted	1.0
kidney papillary cell carcinoma	ARNTL	291	2	0.6872852233676976	0.9803921568627451	0.698961937716263	1.0	Depleted	1.0
liver hepatocellular carcinoma	PER2	377	6	1.5915119363395225	1.7227877838684416	0.9225679980396961	1.0	Depleted	1.0
liver hepatocellular carcinoma	NPAS2	377	5	1.3262599469496021	1.5074393108848865	0.8781943862589023	1.0	Depleted	1.0
lung adenocarcinoma	NPAS2	520	7	1.3461538461538463	1.5089844137794104	0.8906201908279471	1.0	Depleted	1.0
lung adenocarcinoma	ARNTL	520	5	0.9615384615384616	0.9728978457261988	0.9882108183079057	1.0	Depleted	1.0
lung squamous cell carcinoma	CSNK1D	506	4	0.7905138339920948	0.8129275304847824	0.9722087260713245	1.0	Depleted	1.0
mesothelioma	TIMELESS	87	1	1.1494252873563218	1.8370454978107749	0.6213399204723461	1.0	Depleted	1.0
mesothelioma	PER3	87	1	1.1494252873563218	1.6276413478012564	0.7027743778049775	1.0	Depleted	1.0
mesothelioma	RORC	87	1	1.1494252873563218	1.1707595659623073	0.9815655133295519	1.0	Depleted	1.0
mesothelioma	RORA	87	0	0.0	1.0470207500475919	0.0	1.0	Depleted	1.0
mesothelioma	ARNTL	87	0	0.0	0.9803921568627451	0.0	1.0	Depleted	1.0
mesothelioma	CSNK1E	87	0	0.0	0.970873786407767	0.0	1.0	Depleted	1.0
mesothelioma	CRY1	87	0	0.0	0.9232819341328764	0.0	1.0	Depleted	1.0
mesothelioma	CRY2	87	0	0.0	0.8661717114030079	0.0	1.0	Depleted	1.0
mesothelioma	CSNK1D	87	0	0.0	0.8185798591281173	0.0	1.0	Depleted	1.0
mesothelioma	NR1D2	87	0	0.0	0.799543118218161	0.0	1.0	Depleted	1.0
mesothelioma	NR1D1	87	0	0.0	0.7424328954882924	0.0	1.0	Depleted	1.0
pancreatic adenocarcinoma	PER1	185	2	1.0810810810810811	1.6045349730976173	0.670200582441674	1.0	Depleted	1.0
pancreatic adenocarcinoma	RORB	185	2	1.0810810810810811	1.325903151421983	0.8133365011483329	1.0	Depleted	1.0
pancreatic adenocarcinoma	RORC	185	2	1.0810810810810811	1.1721752498078402	0.9214368897249843	1.0	Depleted	1.0
pancreatic adenocarcinoma	RORA	185	1	0.5405405405405406	1.047271329746349	0.513512165935381	1.0	Depleted	1.0
pancreatic adenocarcinoma	CRY1	185	1	0.5405405405405406	0.9223674096848578	0.583786231884058	1.0	Depleted	1.0
pancreatic adenocarcinoma	CSNK1D	185	1	0.5405405405405406	0.8166794773251345	0.6600383631713554	1.0	Depleted	1.0
pancreatic adenocarcinoma	NR1D2	185	1	0.5405405405405406	0.7974634896233667	0.6760738606600314	1.0	Depleted	1.0
pheochromocytoma & paraganglioma	ARNTL	179	1	0.5586592178770949	0.9794507393892836	0.5679665124476757	1.0	Depleted	1.0
prostate adenocarcinoma	NR1D1	498	3	0.6024096385542169	0.7429420505200595	0.8096969696969697	1.0	Depleted	1.0
rectum adenocarcinoma	PER2	167	2	1.1976047904191616	1.7264530980241704	0.68996632996633	1.0	Depleted	1.0
rectum adenocarcinoma	RORA	167	1	0.5988023952095808	1.0454632649146365	0.5701890129324638	1.0	Depleted	1.0
rectum adenocarcinoma	CSNK1E	167	1	0.5988023952095808	0.9687320161135623	0.6158296552546821	1.0	Depleted	1.0
rectum adenocarcinoma	CSNK1D	167	1	0.5988023952095808	0.8152695185114138	0.7328844790928419	1.0	Depleted	1.0
rectum adenocarcinoma	NR1D2	167	1	0.5988023952095808	0.7960867063111452	0.7506895050079837	1.0	Depleted	1.0
rectum adenocarcinoma	NR1D1	167	1	0.5988023952095808	0.7385382697103395	0.8096542012204663	1.0	Depleted	1.0
sarcoma	CRY1	261	2	0.7662835249042146	0.9194734804490902	0.83210729526519	1.0	Depleted	1.0
sarcoma	CSNK1D	261	2	0.7662835249042146	0.8130081300813008	0.9420849420849421	1.0	Depleted	1.0
sarcoma	NR1D1	261	1	0.3831417624521073	0.7452574525745257	0.5122377622377622	1.0	Depleted	1.0
skin cutaneous melanoma	ARNTL	104	1	0.9615384615384616	0.9724473257698542	0.988673139158576	1.0	Depleted	1.0
skin cutaneous melanoma	CSNK1E	104	1	0.9615384615384616	0.962913528458385	0.9985581082380083	1.0	Depleted	1.0
skin cutaneous melanoma	CRY1	104	0	0.0	0.9247783392125083	0.0	1.0	Depleted	1.0
skin cutaneous melanoma	CSNK1D	104	0	0.0	0.8199065687863476	0.0	1.0	Depleted	1.0
stomach adenocarcinoma	PER1	478	7	1.4644351464435146	1.601581809194266	0.9130953317082121	1.0	Depleted	1.0
testicular germ cell tumor	CLOCK	150	1	0.6666666666666666	1.2161256343962463	0.5451566876288115	1.0	Depleted	1.0
testicular germ cell tumor	RORC	150	1	0.6666666666666666	1.177822464808963	0.5631036176133574	1.0	Depleted	1.0
testicular germ cell tumor	RORA	150	1	0.6666666666666666	1.0437613712534712	0.6362908687888676	1.0	Depleted	1.0
thymoma	ARNTL	124	1	0.8064516129032258	0.9743050912217022	0.8263191455443967	1.0	Depleted	1.0
thymoma	NR1D2	124	1	0.8064516129032258	0.7928168879549146	1.0173376432559507	1.0	Enriched	1.0
thymoma	NR1D1	124	0	0.0	0.7450568344636546	0.0	1.0	Depleted	1.0
uterine carcinosarcoma	PER2	57	1	1.7543859649122806	1.7179195140470767	1.0216061562746646	1.0	Enriched	1.0
uterine carcinosarcoma	PER3	57	0	0.0	1.6324981017463933	0.0	1.0	Depleted	1.0
uterine carcinosarcoma	PER1	57	0	0.0	1.6040242976461656	0.0	1.0	Depleted	1.0
uterine carcinosarcoma	CLOCK	57	0	0.0	1.2148823082763858	0.0	1.0	Depleted	1.0
uterine carcinosarcoma	RORA	57	0	0.0	1.044039483675019	0.0	1.0	Depleted	1.0
uterine carcinosarcoma	CSNK1E	57	0	0.0	0.9681093394077449	0.0	1.0	Depleted	1.0
uterine carcinosarcoma	CSNK1D	57	0	0.0	0.8162490508731967	0.0	1.0	Depleted	1.0
uterine carcinosarcoma	NR1D1	57	0	0.0	0.7403189066059226	0.0	1.0	Depleted	1.0
uveal melanoma	PER1	80	1	1.25	1.5980214971939504	0.779460518384569	1.0	Depleted	1.0
uveal melanoma	NPAS2	80	1	1.25	1.5029011699800248	0.8295946162473963	1.0	Depleted	1.0
uveal melanoma	CLOCK	80	0	0.0	1.217540188338248	0.0	1.0	Depleted	1.0
uveal melanoma	RORC	80	0	0.0	1.1794920574526777	0.0	1.0	Depleted	1.0
uveal melanoma	RORA	80	0	0.0	1.0463235993531819	0.0	1.0	Depleted	1.0
uveal melanoma	ARNTL	80	0	0.0	0.9797393703034338	0.0	1.0	Depleted	1.0
uveal melanoma	CSNK1E	80	0	0.0	0.9702273375820413	0.0	1.0	Depleted	1.0
uveal melanoma	CRY1	80	0	0.0	0.9226671739750785	0.0	1.0	Depleted	1.0
uveal melanoma	CRY2	80	0	0.0	0.8655949776467231	0.0	1.0	Depleted	1.0
uveal melanoma	CSNK1D	80	0	0.0	0.8180348140397603	0.0	1.0	Depleted	1.0
uveal melanoma	NR1D2	80	0	0.0	0.7990107485969752	0.0	1.0	Depleted	1.0
uveal melanoma	NR1D1	80	0	0.0	0.7419385522686198	0.0	1.0	Depleted	1.0
